1,3628,2
1,1768,8
1,3206,5
1,3858,1
1,3386,4
1,2430,5
1,4061,1
1,380,5
1,142,7
1,2168,1
1,718,1
1,4041,8
1,9,5
1,482,4
1,2109,6
1,1176,6
1,4782,7
1,1858,1
1,2457,7
1,1338,1
1,2882,1
1,2601,2
1,4895,6
1,3304,8
1,4232,6
1,436,4
1,2115,4
1,208,1
1,3011,8
1,3658,2
1,3414,6
1,306,1
1,3383,1
1,1536,4
1,1742,4
1,3633,7
1,536,7
1,1263,7
1,2195,1
1,2936,8
1,1536,4
1,2178,2
1,1552,2
1,4580,8
1,3293,1
1,885,1
1,3226,8
1,177,6
1,3914,1
1,10,1
1,1923,1
1,3363,3
1,198,7
1,2174,6
1,872,1
1,2917,1
1,956,1
1,1919,4
1,4411,1
1,10,1
1,3402,3
1,1413,7
1,4108,7
1,1471,4
1,1951,1
1,4756,6
1,4177,8
1,4452,6
1,4663,2
1,647,1
1,1742,4
1,3569,1
1,3126,1
1,4169,2
1,1103,6
1,1597,1
1,1097,1
1,141,1
1,3402,3
1,1431,2
1,154,1
1,1423,7
1,566,6
1,359,2
1,2906,8
1,55,4
1,4218,8
1,331,1
1,2421,4
1,813,2
1,2110,5
1,4316,1
1,3283,4
1,4813,2
1,1979,5
1,2060,1
1,3897,1
1,4511,4
1,3347,6
1,857,7
1,1599,1
1,1357,4
1,1154,3
1,3513,1
1,1548,1
1,4870,3
1,4313,1
1,3099,2
1,4398,2
1,1536,4
1,3131,1
1,3170,1
1,1506,2
1,2915,1
1,539,2
1,3993,4
1,4376,6
1,3239,2
1,276,1
1,4693,2
1,290,1
1,1246,2
1,1876,1
1,2068,1
1,826,2
1,4710,1
1,641,5
1,3777,1
1,3201,1
1,1534,2
1,579,1
1,4778,1
1,4121,1
1,761,6
1,1965,1
1,2314,7
1,3690,6
1,4379,8
1,4870,3
1,3620,8
1,3115,3
1,4211,1
1,1891,8
1,4494,1
1,3944,6
1,4544,1
1,2108,1
1,353,1
1,4538,3
1,3064,7
1,3752,2
1,2903,1
1,4973,2
1,830,1
1,3545,4
1,834,6
1,397,3
1,3171,7
1,2758,8
1,3862,2
1,275,1
1,234,8
1,2913,8
1,3809,1
1,927,2
1,2680,1
1,2869,8
1,3025,1
1,204,4
1,1351,4
1,895,1
1,2639,5
1,3676,7
1,4589,7
1,153,1
1,4122,6
1,4237,2
1,2349,7
1,1852,6
1,379,7
1,850,1
1,3360,4
1,2951,1
1,3339,1
1,2252,1
1,3960,7
1,2279,3
1,4473,8
1,363,4
1,3178,7
1,4044,6
1,1606,1
1,2681,2
1,4331,1
1,2672,5
1,3969,8
1,2932,2
1,4408,4
1,2216,8
1,466,1
1,4648,1
1,2093,4
1,2634,6
1,3455,2
1,274,4
1,1703,6
1,3964,1
1,33,5
1,272,1
1,1371,5
1,1788,1
1,3906,1
1,945,1
1,2033,8
1,3470,1
1,4148,2
1,2731,3
1,4562,4
1,4589,7
1,3093,5
1,4553,2
1,4470,3
1,1727,1
1,4982,8
1,4452,6
1,1820,7
1,3915,8
1,1642,2
1,784,2
1,3698,1
1,3159,2
1,3000,1
1,1203,1
1,1412,3
1,3994,1
1,2935,4
1,1509,4
1,1481,1
1,1127,8
1,2528,6
1,2826,4
1,345,6
1,820,1
1,2553,7
1,2708,2
1,2551,7
1,610,2
1,779,1
1,2046,1
1,3469,8
1,3904,1
1,3182,8
1,2910,1
1,4874,4
1,2649,1
1,1442,1
1,982,6
1,1077,4
1,2189,1
1,2835,1
1,4578,7
1,1581,4
1,1406,4
1,3095,2
1,1103,6
1,861,1
1,83,1
1,2582,7
1,13,7
1,2781,1
1,2779,2
1,369,1
1,1985,5
1,3862,2
1,2863,8
1,2016,2
1,2617,1
1,1963,1
1,336,2
1,3893,1
1,3822,1
1,2843,8
